NA_index,news_articles,news_titles,news_ids
31,"Statistics for Sunday's season-opening Bahrain Formula One Grand Prix at the Sakhir circuit:Lap distance: 5.412km. Total distance: 308.238km (57 laps)2022 winner: Charles Leclerc (Monaco) Ferrari2022 pole: Leclerc. One minute 30.558 seconds2022 fastest race lap: Leclerc, 1:34.570.Lap record: 1:31.447 seconds, Pedro de la Rosa (Spain), McLaren 2005.Start time: 1500 GMT (1800 local)BAHRAINThe race, on the site of a former camel farm south of the capital Manama, is now in its 19th edition after starting in 2004 as the first grand prix in the Middle East. It was not held in 2011 due to social unrest.The track offers one of the most abrasive surfaces of the season and tyre degradation is high.Hamilton is the most successful driver at the race with five wins at Sakhir, all with Mercedes. Fernando Alonso, now at Aston Martin, has won three times.Ferrari have won the Bahrain GP seven times.Red Bull's Sergio Perez took his first F1 win, in his 190th start, at Sakhir in 2020 while with Force India (now Aston Martin).RACE WINSSeven times world champion Lewis Hamilton has a record 103 career victories from 310 starts but is chasing his first since 2021.POLE POSITIONHamilton also has a record 103 career poles from 310 starts.OPENERVerstappen has yet to win a season-opening race or the Bahrain GP.DEBUTSLogan Sargeant (U.S.) at Williams and Oscar Piastri at McLaren are the two debutants. AlphaTauri's Nyck de Vries is also a rookie but has one race to his credit as stand-in last year for Alex Albon at Monza.Piastri will be the 15th Australian to race in the sport.Sargeant is the first American since Alex Rossi in 2015 to race in F1 and will be the first to do a full season since Scott Speed at Red Bull-owned Toro Rosso (now AlphaTauri) in 2006. (Reporting by Alan Baldwin in Manama, editing by Toby Davis)",Motor racing-Formula One statistics for the Bahrain Grand Prix,834e42d9e4a14fa225b067dba9e482d0
32,"De verantwoordelijke voor het treinstation van Larissa moet zondag voor de rechter verschijnen. De 59-jarige heeft toegegeven dat zijn nalatigheid mede heeft bijgedragen aan de treinramp van dinsdag, waarbij 57 mensen om het leven kwamen.Als de stationschef schuldig wordt bevonden aan dood door schuld, riskeert hij een levenslange gevangenisstraf. De advocaat van de man heeft aangegeven dat er volgens hem sprake is van verzachtende omstandigheden.De stationschef, wiens identiteit niet bekend is gemaakt, zou slechts veertig dagen eerder zijn aangesteld. Op dinsdag was hij naar verluidt alleen aan het werk, terwijl het een vakantieperiode was met druk treinverkeer.De treinramp, waarbij iets buiten de stad Larissa een goederentrein en een passagierstrein op elkaar botsten, is de dodelijkste ooit in Griekenland.In heel het land zijn in de dagen na de ramp grote protesten uitgebroken. Demonstranten vinden dat de regering schuld treft omdat jarenlang wanbeleid heeft geleid tot een erbarmelijke staat van de Griekse spoorwegen. Dit weekend staan opnieuw grootschalige demonstraties gepland.",Griekse stationschef voor de rechter na dodelijke treinramp,233ddd2b55d3683df20090ceb09bed94
33,"Een dubbele stakingsuitkering blijft toch mogelijk, als je maar voor 6 maart vakbondslid bent geworden. Dat meldt vakbond CNV zaterdag op de website. Vrijdag verstuurde de bond nog een nieuwsbrief aan leden met daarin de aankondiging om de praktijk een halt toe te roepen dat de stakers in het streekvervoer zowel bij FNV als bij CNV een stakingsuitkering kunnen opstrijken.Een stakingsuitkering is een financiële vergoeding van vakbonden voor leden die niet krijgen doorbetaald door hun werkgever wanneer zij staken. De uitkering wordt betaald uit de stakingskas. De bonden merkten dat sommige stakers lid werden van zowel FNV als CNV om twee stakingsvergoedingen tegelijk te krijgen.Dan kan de dagelijkse vergoeding oplopen tot bijna 190 euro netto. In sommige gevallen is dat meer dan wat het stakend personeel normaal op een dag verdient. Het gaat om een praktijk waar de bonden niet gelukkig mee zijn, vandaar dat vrijdag werd aangekondigd dat het straks niet meer mogelijk is om bij zowel CNV als FNV een stakingsuitkering te declareren wanneer je lid bent van beide bonden.Op die beslissing komt CNV een dag later evenwel al weer enigszins terug. De bond benadrukt in de verklaring op de website nog steeds liever niet te hebben dat mensen een dubbele uitkering opstrijken. ""Desondanks hebben wij onze beslissing heroverwogen en besloten om de dubbele uitkering alleen te weigeren voor degene die vanaf 6 maart 2023 nieuw lid worden.""Waarom de vakbond precies een draai maakt, is niet duidelijk. De betrokken vakbondsbestuurders en woordvoerder van CNV waren niet bereikbaar voor commentaar. Mogelijk speelt mee dat er anders stakers dreigen af te haken. Stakers die maar van één bond een stakingsvergoeding krijgen, verdienen elke dag dat ze het werk neerleggen tientallen euro's minder dan wanneer ze gewoon zouden werken.",CNV: dubbele stakingsuitkering blijft toch mogelijk,b548dced136740f4287abc25eaed5e82
34,"Het Openbaar Ministerie verdenkt steeds meer bedrijven ervan dat zij de sancties tegen Rusland omzeilen. Een woordvoerster van het Functioneel Parket bevestigt berichtgeving door RTL Nieuws dat er al 45 strafrechtelijke onderzoeken zijn geopend. Eind vorig jaar ging het nog om 27 onderzoeken.Aangezien de sancties langer voortduren ligt het volgens de zegsvrouw ook in de lijn der verwachting dat meer ondernemingen proberen om de strafmaatregelen te omzeilen. Van de lopende onderzoeken hebben er 29 betrekking op overtredingen van de sancties voor import en export. Bepaalde goederen mogen namelijk niet meer aan Rusland worden geleverd. De rest van de verdenkingen gaat over het overtreden van de financiële sancties.Een van de zaken van het OM is ook al voor de rechter gebracht. Dat ging om Dimitri K., die ervan wordt verdacht onder meer microchips te hebben geleverd aan Rusland in opdracht van Russische bedrijven. ""Op grote schaal werd technologie overal ter wereld aangeschaft en via Nederland naar Rusland verstuurd voor technologische en militaire versterking"", zei de officier van justitie in december in de rechtbank in Rotterdam. De verdere behandeling van de zaak volgt nog.",OM verdenkt steeds meer bedrijven van overtreden sancties Rusland,4ab6964fce31396f9bcf8b08c8384709
35,"De automobilist die vrijdag betrokken was bij een ongeval waarbij een fietser uit Den Haag overleed, is een 23-jarige Hagenaar. De man was na het ongeluk gevlucht, meldt de politie zaterdag, maar keerde korte tijd later terug en kon worden aangehouden.Het 55-jarige slachtoffer is na het ongeluk rond 17.00 uur op de kruising van de Hoefkade met het Veluweplein, bij het Zuiderpark, nog gereanimeerd. Ook is een traumahelikopter geland om hulp te verlenen, maar dat mocht niet meer baten. De politie onderzoekt hoe het ongeluk heeft kunnen gebeuren.",Man (23) aangehouden na fataal ongeluk met fietser in Den Haag,3217a41de5a5a9678c795ddf01f69606
36,"Twaalf van de honderd grootste webwinkels in Nederland bieden klanten niet de mogelijkheid om via de site rechtstreeks contact te krijgen met de klantenservice, terwijl dit volgens de wet wel moet. Dat komt naar voren uit een inventarisatie van de NOS. De Consumentenbond zegt hierover ook regelmatig klachten te krijgen als het gaat om kleinere webwinkels.Het kan volgens de NOS leiden tot grote ergernissen: er gaat iets mis met een bestelling en vervolgens is de klantenservice onbereikbaar. Sinds 28 mei vorig jaar is het voor webwinkels verplicht om een werkend telefoonnummer en e-mailadres op de website te vermelden. Bedrijven die hier niet aan voldoen, riskeren een boete.Contactgegevens zoals het telefoonnummer en e-mailadres dienen op een duidelijke en begrijpelijke wijze verstrekt te worden. Webwinkels houden zich dus niet aan de regels als de consument deze gegevens niet makkelijk kan vinden. Zo worden telefoonnummers weggestopt in de algemene voorwaarden, of pas verstrekt na een chatgesprek, aldus de NOS.MediaWatch (Disclaimer)ANP MediaWatch is alleen een signaleringsdienst. Het ANP is niet verantwoordelijk voor de inhoud.Tip het ANP. Bel naar 070 - 41 41 411 of mail naar mediawatch@anp.nl",MEDIAWATCH: Telefoonnummer ontbreekt bij grote webwinkels,dc27005e7cfb01bd4c2ad86fab74ec5c
37,"Opvallende beelden vanaf de Veluwe. Een wildcamera zag in het noordelijke deel van het natuurgebied een roedel van maar liefst elf wolven voorbij trekken. Bijzonder, aldus het Wolvenmeldpunt, want niet eerder lieten in ons land zoveel wolven zich in één beeld vangen, meldt Omroep Gelderland.De nachtbeelden laten zien hoe een groep wolven van links naar rechts langs de wildcamera trekt. Het gaat volgens Glenn Lelieveld van het Wolvenmeldpunt om het roedel dat de Noord-Veluwe al enige jaren als territorium heeft. ""Wat je ziet, zijn het mannetje en het vrouwtje, samen met hun welpen van vorig jaar én hun 'pubers' van het jaar ervoor. Ze zitten in de aanloop naar de paartijd, en dan trekt de roedel het hele territorium door om dat af te bakenen met geursporen. Dat moet andere wolven op afstand houden"", aldus Lelieveld.Er zijn in Nederland al wel beelden gemaakt van maximaal negen wolven bij elkaar, maar elf stuks is een recordaantal. Wolvenkenners zeggen overigens liever niet waar de roedel precies is gespot.MediaWatch (Disclaimer)ANP MediaWatch is alleen een signaleringsdienst. Het ANP is niet verantwoordelijk voor de inhoud.Tip het ANP. Bel naar 070 - 41 41 411 of mail naar mediawatch@anp.nl",MEDIAWATCH: Zoveel wolven zag een wildcamera niet eerder,f971d4b64b8ab0a1d88066664f464aeb
38,"Een bus met veertig kinderen in de leeftijd van 6 tot en met 10 jaar is in de gemeente Corps, aan de voet van de Franse Alpen, van de weg geraakt en meters naar beneden gestort. Er zijn zestien mensen gewond geraakt. Elf kinderen zijn zwaargewond, evenals drie volwassenen, van wie twee in zeer kritieke toestand zijn opgenomen in een ziekenhuis.In de bus zaten naast de kinderen zes volwassenen, allemaal uit de regio Parijs. De autobus kwam na een vakantie terug uit de Alpen. Over de oorzaak van het verkeersongeluk circa 40 kilometer ten zuiden van Grenoble is nog niets bekend.",Bus met kinderen verongelukt bij Grenoble,d5d8ee01ea3eb0fbbb8403fa12d9085b
39,"Twaalf van de honderd grootste webwinkels in Nederland bieden klanten niet de mogelijkheid om via de site rechtstreeks contact te krijgen met de klantenservice, terwijl dit volgens de wet wel moet. Dat komt naar voren uit een inventarisatie van de NOS. De Consumentenbond zegt hierover ook regelmatig klachten te krijgen als het gaat om kleinere webwinkels.Het kan volgens de NOS leiden tot grote ergernissen: er gaat iets mis met een bestelling en vervolgens is de klantenservice onbereikbaar. Sinds 28 mei vorig jaar is het voor webwinkels verplicht om een werkend telefoonnummer en e-mailadres op de website te vermelden. Bedrijven die hier niet aan voldoen, riskeren een boete.Contactgegevens zoals het telefoonnummer en e-mailadres dienen op een duidelijke en begrijpelijke wijze verstrekt te worden. Webwinkels houden zich dus niet aan de regels als de consument deze gegevens niet makkelijk kan vinden. Zo worden telefoonnummers weggestopt in de algemene voorwaarden, of pas verstrekt na een chatgesprek, aldus de NOS.MediaWatch (Disclaimer)ANP MediaWatch is alleen een signaleringsdienst. Het ANP is niet verantwoordelijk voor de inhoud.Tip het ANP. Bel naar 070 - 41 41 411 of mail naar mediawatch@anp.nl",MEDIAWATCH: Telefoonnummer ontbreekt bij grote webwinkels,dc27005e7cfb01bd4c2ad86fab74ec5c
40,"Dennis Schouten is vrijdagnacht gewond geraakt bij een steekpartij in een bar in Enschede. De Roddelpraat-maker, een YouTube-serie, deelt het nieuws via Instagram en toont daar zijn gehavende gezicht. Op de foto's is te zien dat Schouten een flinke snee in zijn wang heeft.""Ik ben vannacht rond 3:00 uur in mijn gezicht gestoken met een mes in Aspen Valley in Enschede."" Volgens Schouten gebeurde het zonder reden. ""Terwijl ik met een vriend van mij zat te praten aan de bar in afwachting op onze borrel. Ineens zat ik onder het bloed"", schrijft de 27-jarige Schouten. ""Dit is de boete die je kennelijk moet betalen anno 2023 als je een mening hebt in Nederland.""""Ik neem alle risico’s van mijn mening, mijn werk en mijn programma. Maar wat gaat er in je zieke hoofd om als je met een mes de stad in gaat. Ik dank god dat ik niet 5 centimeter hoger ben gestoken, morgen zal ik aangifte doen.""Schouten heeft besloten om het incident direct in het openbaar te communiceren ""omdat veel mensen dit hebben zien gebeuren"". Hij roept getuigen op zich te melden bij de politie.",Roddelpraat-maker Dennis Schouten in gezicht gestoken,7d02bb570a96c0455eff06446cd0e84e
41,"De renovatie van het Binnenhof pakt fors duurder uit en loopt mogelijk jaren vertraging op. Dat zeggen bronnen tegen De Telegraaf, die spreken van een ’zooitje’ bij het Rijksvastgoedbedrijf, dat de verbouwing in goede banen moet leiden. Woonminister Hugo de Jonge erkent dat momenteel aan een ’nieuwe planning’ wordt gewerkt.De ’advies- en ontwerpkosten’ rond het megaproject zijn fors gestegen. Ook zijn bouwmaterialen duurder geworden, door de oorlog in Oekraïne en gierende inflatie. Het hele project is nu al ruim 50 procent duurder dan in 2015 werd begroot. Werd toen nog gerekend op 475 miljoen euro, nu staat de teller op 734 miljoen euro. ""Reken maar dat het daar niet bij blijft"", zegt een ingewijde. Alleen al aan extra veiligheidsmaatregelen op het ’nieuwe Binnenhof’ is het Rijksvastgoedbedrijf een fortuin kwijt.Het is de zoveelste tegenvaller rond de renovatie. Eerder moest een architect wijken die volgens critici ’megalomane plannen’ had met het Tweede Kamergebouw: zo was in haar ontwerp een tropische kantoortuin ingetekend. Daar ging een streep door, de architect kreeg een vertrekpremie van 2,7 miljoen euro.MediaWatch (Disclaimer)ANP MediaWatch is alleen een signaleringsdienst. Het ANP is niet verantwoordelijk voor de inhoud.Tip het ANP. Bel naar 070 - 41 41 411 of mail naar mediawatch@anp.nl",MEDIAWATCH: Binnenhof een bodemloze put,2664febdc3993edce66c0457394bbf2a
42,"Bij de verdeling van politieagenten over het land komt vooral Oost-Nederland er slecht vanaf, blijkt uit onderzoek van de NOS. De drie grootste steden krijgen juist relatief veel agenten, doordat politiek Den Haag jarenlang van de eigen regels is afgeweken.Het geld voor de politie moet elk jaar verdeeld worden over de tien regionale eenheden. Maar het systeem dat in 2010 werd bedacht om dat zo eerlijk mogelijk te doen, is in de jaren daarna niet gebruikt, terwijl die verdeelsleutel op papier nog steeds het geldende systeem is.Dat is in het voordeel van de drie grootste steden: die kregen meer agenten dan waar ze volgens de verdeelsleutel recht op hebben. Het noorden en vooral het oosten van Nederland komen er juist bekaaid vanaf. De eenheid Oost-Nederland heeft volgens het verdeelsysteem recht op zo'n duizend agenten extra, valt te concluderen op basis van een doorrekening van de NOS. Die is ook voorgelegd aan experts.MediaWatch (Disclaimer)ANP MediaWatch is alleen een signaleringsdienst. Het ANP is niet verantwoordelijk voor de inhoud.Tip het ANP. Bel naar 070 - 41 41 411 of mail naar mediawatch@anp.nl","MEDIAWATCH: Oost-Nederland krijgt te weinig agenten, de Randstad relatief veel",50c656be935f7cb1c3ff64b021400ecd
43,"De renovatie van het Binnenhof pakt fors duurder uit en loopt mogelijk jaren vertraging op. Dat zeggen bronnen tegen De Telegraaf, die spreken van een ’zooitje’ bij het Rijksvastgoedbedrijf, dat de verbouwing in goede banen moet leiden. Woonminister Hugo de Jonge erkent dat momenteel aan een ’nieuwe planning’ wordt gewerkt.De ’advies- en ontwerpkosten’ rond het megaproject zijn fors gestegen. Ook zijn bouwmaterialen duurder geworden, door de oorlog in Oekraïne en gierende inflatie. Het hele project is nu al ruim 50 procent duurder dan in 2015 werd begroot. Werd toen nog gerekend op 475 miljoen euro, nu staat de teller op 734 miljoen euro. ""Reken maar dat het daar niet bij blijft"", zegt een ingewijde. Alleen al aan extra veiligheidsmaatregelen op het ’nieuwe Binnenhof’ is het Rijksvastgoedbedrijf een fortuin kwijt.Het is de zoveelste tegenvaller rond de renovatie. Eerder moest een architect wijken die volgens critici ’megalomane plannen’ had met het Tweede Kamergebouw: zo was in haar ontwerp een tropische kantoortuin ingetekend. Daar ging een streep door, de architect kreeg een vertrekpremie van 2,7 miljoen euro.MediaWatch (Disclaimer)ANP MediaWatch is alleen een signaleringsdienst. Het ANP is niet verantwoordelijk voor de inhoud.Tip het ANP. Bel naar 070 - 41 41 411 of mail naar mediawatch@anp.nl",MEDIAWATCH: Binnenhof een bodemloze put,2664febdc3993edce66c0457394bbf2a
44,"De Wereldbank schat dat de materiële schade van de aardbevingen in Turkije en Syrië in ieder geval oploopt tot meer dan 39 miljard dollar, omgerekend zo'n 37 miljard euro. Dat volgt uit een raming voor de schade aan de Syrische kant van de grens door 's wereld grootste financier voor ontwikkelingssamenwerking. De Syrische schade becijfert de Wereldbank voorlopig op 5,1 miljard dollar.Eerder deze week werd voor de puur materiële schade in Turkije al een bedrag genoemd van zo'n 34 miljard dollar. Maar de daadwerkelijke kosten kunnen nog twee tot drie keer hoger uitvallen doordat het heropbouwen meer geld kost dan wat er daadwerkelijk aan woningen en infrastructuur verloren is gegaan. Dat geldt zowel voor de schatting voor Turkije als die voor Syrië.De Wereldbank benadrukt daarnaast dat het gaat om een voorlopige ramingen. Het beoordelen van de schade is nog niet afgerond vanwege de naschokken. Het onderzoek richtte zich tot nu toe vooral op de schade veroorzaakt door de eerste twee bevingen begin februari. Ook is in de schattingen geen rekening gehouden met de economische impact. Door de natuurramp kwamen in Turkije en Syrië meer dan 50.000 mensen om het leven.",Wereldbank: schade aardbevingen minimaal 39 miljard dollar,1c9ec90063b6a03ba9baa627613493c5
45,"De renovatie van het Binnenhof pakt fors duurder uit en loopt mogelijk jaren vertraging op. Dat zeggen bronnen tegen De Telegraaf, die spreken van een ’zooitje’ bij het Rijksvastgoedbedrijf, dat de verbouwing in goede banen moet leiden. Woonminister Hugo de Jonge erkent dat momenteel aan een ’nieuwe planning’ wordt gewerkt.De ’advies- en ontwerpkosten’ rond het megaproject zijn fors gestegen. Ook zijn bouwmaterialen duurder geworden, door de oorlog in Oekraïne en gierende inflatie. Het hele project is nu al ruim 50 procent duurder dan in 2015 werd begroot. Werd toen nog gerekend op 475 miljoen euro, nu staat de teller op 734 miljoen euro. ""Reken maar dat het daar niet bij blijft"", zegt een ingewijde. Alleen al aan extra veiligheidsmaatregelen op het ’nieuwe Binnenhof’ is het Rijksvastgoedbedrijf een fortuin kwijt.Het is de zoveelste tegenvaller rond de renovatie. Eerder moest een architect wijken die volgens critici ’megalomane plannen’ had met het Tweede Kamergebouw: zo was in haar ontwerp een tropische kantoortuin ingetekend. Daar ging een streep door, de architect kreeg een vertrekpremie van 2,7 miljoen euro.MediaWatch (Disclaimer)ANP MediaWatch is alleen een signaleringsdienst. Het ANP is niet verantwoordelijk voor de inhoud.Tip het ANP. Bel naar 070 - 41 41 411 of mail naar mediawatch@anp.nl",MEDIAWATCH: Binnenhof een bodemloze put,2664febdc3993edce66c0457394bbf2a
46,"De renovatie van het Binnenhof pakt fors duurder uit en loopt mogelijk jaren vertraging op. Dat zeggen bronnen tegen De Telegraaf, die spreken van een ’zooitje’ bij het Rijksvastgoedbedrijf, dat de verbouwing in goede banen moet leiden. Woonminister Hugo de Jonge erkent dat momenteel aan een ’nieuwe planning’ wordt gewerkt.De ’advies- en ontwerpkosten’ rond het megaproject zijn fors gestegen. Ook zijn bouwmaterialen duurder geworden, door de oorlog in Oekraïne en gierende inflatie. Het hele project is nu al ruim 50 procent duurder dan in 2015 werd begroot. Werd toen nog gerekend op 475 miljoen euro, nu staat de teller op 734 miljoen euro. ""Reken maar dat het daar niet bij blijft"", zegt een ingewijde. Alleen al aan extra veiligheidsmaatregelen op het ’nieuwe Binnenhof’ is het Rijksvastgoedbedrijf een fortuin kwijt.Het is de zoveelste tegenvaller rond de renovatie. Eerder moest een architect wijken die volgens critici ’megalomane plannen’ had met het Tweede Kamergebouw: zo was in haar ontwerp een tropische kantoortuin ingetekend. Daar ging een streep door, de architect kreeg een vertrekpremie van 2,7 miljoen euro.MediaWatch (Disclaimer)ANP MediaWatch is alleen een signaleringsdienst. Het ANP is niet verantwoordelijk voor de inhoud.Tip het ANP. Bel naar 070 - 41 41 411 of mail naar mediawatch@anp.nl",MEDIAWATCH: Binnenhof een bodemloze put,2664febdc3993edce66c0457394bbf2a
47,"De renovatie van het Binnenhof pakt fors duurder uit en loopt mogelijk jaren vertraging op. Dat zeggen bronnen tegen De Telegraaf, die spreken van een ’zooitje’ bij het Rijksvastgoedbedrijf, dat de verbouwing in goede banen moet leiden. Woonminister Hugo de Jonge erkent dat momenteel aan een ’nieuwe planning’ wordt gewerkt.De ’advies- en ontwerpkosten’ rond het megaproject zijn fors gestegen. Ook zijn bouwmaterialen duurder geworden, door de oorlog in Oekraïne en gierende inflatie. Het hele project is nu al ruim 50 procent duurder dan in 2015 werd begroot. Werd toen nog gerekend op 475 miljoen euro, nu staat de teller op 734 miljoen euro. ""Reken maar dat het daar niet bij blijft"", zegt een ingewijde. Alleen al aan extra veiligheidsmaatregelen op het ’nieuwe Binnenhof’ is het Rijksvastgoedbedrijf een fortuin kwijt.Het is de zoveelste tegenvaller rond de renovatie. Eerder moest een architect wijken die volgens critici ’megalomane plannen’ had met het Tweede Kamergebouw: zo was in haar ontwerp een tropische kantoortuin ingetekend. Daar ging een streep door, de architect kreeg een vertrekpremie van 2,7 miljoen euro.MediaWatch (Disclaimer)ANP MediaWatch is alleen een signaleringsdienst. Het ANP is niet verantwoordelijk voor de inhoud.Tip het ANP. Bel naar 070 - 41 41 411 of mail naar mediawatch@anp.nl",MEDIAWATCH: Binnenhof een bodemloze put,2664febdc3993edce66c0457394bbf2a
48,"Minister Wopke Hoekstra (Buitenlandse Zaken) heeft in Oekraïne de start bijgewoond van een nieuw overleg over de oorlog in dat land. Het idee is dat allerlei betrokken landen, organisaties en instanties zo beter afspraken kunnen maken over het onderzoek naar en vervolging van misdaden die gepleegd zijn.Over de nieuwe Dialogue Group on Accountability for Ukraine werden vorig jaar afspraken gemaakt tijdens een top in Den Haag. Naast Nederland zijn ook Oekraïne, het Internationaal Strafhof en de Europese Unie betrokken. Nu de groep officieel is gelanceerd, gaan de eerste vergaderingen naar verwachting in april plaatsvinden.Bij de top in juli werd afgesproken dat er betere afspraken nodig waren om mensenrechtenschendingen en schendingen van het humanitair recht voor de rechter te brengen. Het gaat dan bijvoorbeeld om het verzamelen van bewijs.Hoekstra sprak in Oekraïne ten overstaan van onder anderen president Volodimir Zelenski over misdaden gepleegd door de Russen in dat land. ""De moorden, het seksueel geweld, het aanvallen van burgerinfrastructuur, de systematische ontvoering van Oekraïense kinderen"", somt de bewindsman in zijn toespraak op. ""Alle oorlogsmisdaden en de misdaden tegen de menselijkheid moeten onderzocht en vervolgd worden volgens de internationale standaarden.""Volgens Hoekstra gaat deze overleggroep meer ""coördinatie en overzicht"" brengen. Behalve vertegenwoordigers van onder meer het Internationaal Strafhof en de EU schuift bij de verschillende overleggen ook altijd een vertegenwoordiger van de Oekraïense regering aan.Eerder werd al aangekondigd dat in Den Haag het International Centre for the Prosecution of the Crime of Aggression gevestigd wordt. Daarnaast wordt in Nederland in samenwerking met Oekraïne en andere Europese landen een register bijgehouden van de schade die door de oorlog is ontstaan.",Hoekstra in Oekraïne voor start van overleggroep oorlogsmisdaden,fadfd9830ae8b4829d041e6e702e93e9
49,"Een supportersgroep van de Deventer voetbalclub Go Ahead Eagles mag tijdens de wedstrijd tegen SC Cambuur in Leeuwarden demonstreren op een parkeerterrein nabij het stadion van de Friese voetbalclub. Leeuwarden heeft een route bepaald waarlangs de supporters van en naar het terrein mogen rijden. Dat laat burgemeester Sybrand van Haersma Buma vrijdagmiddag weten.Sfeerteam ADHD (Active DieHards Deventer) is van plan met bussen naar de Friese hoofdstad te komen, staat in een oproep op Facebook. De supportersgroep kwam in actie nadat bekend was geworden dat de burgemeester geen uitsupporters meer bij de laatste competitiewedstrijden van SC Cambuur wil hebben. Hij besloot dat uit angst voor grootschalige ongeregeldheden in het stadion en in de onoverzichtelijke buurt daaromheen. Go Ahead is zondag de eerste bezoekende club die zonder eigen supporters moet spelen.Het Deventer sfeerteam neemt ongeveer twintig eigen ordebewakers mee, zo is Buma verzekerd. De demonstratie is voorzien van 20.00 tot 21.50 uur. De voetbalwedstrijd begint eveneens om 20.00 uur.",Leeuwarden staat demonstratie van aanhang Go Ahead Eagles toe,104297d6261d8096ec4000b21ce76c29
50,"Vier Nederlandse mannen zijn in België gearresteerd na de vondst van een grote hoeveelheid cocaïne in de haven van Zeebrugge, dicht bij de grens met Nederland. De 5 ton drugs die in een fruitcontainer waren verstopt, hebben een straatwaarde van honderden miljoenen euro's.De oudste van de vier verdachten is van 1998, meldt het Belgische Openbaar Ministerie. Twee zijn geboren in 2002 en een in 2003. Een vijfde arrestant heeft de politie weer laten gaan.De douane stuitte dinsdagavond op de cocaïne. Of de arrestanten bijvoorbeeld uithalers waren of op een andere manier bij de zaak betrokken zijn, is nog onduidelijk.De Nederlandse en Belgische zeehavens zijn voor cocaïnesmokkelaars uit vooral Latijns-Amerika de toegangspoort tot Europa.",Vier Nederlanders opgepakt na grote cocaïnevondst Zeebrugge,7890c9a6009e33ca79bb7f77095d1cc9
51,"De Duitse bondskanselier Olaf Scholz geeft een toespraak voor de Bondsdag om terug te blikken op het afgelopen jaar. Kort na de Russische inval in Oekraïne beloofde de regering 100 miljard euro extra vrij te maken voor de Duitse krijgsmacht en hervormingen voor het buitenland- en veiligheidsbeleid. In zijn toespraak bespreekt Scholz hoe het bedrag het afgelopen jaar besteed is.  <strong>Locatie: Berlijn, Berlijn, Duitsland (2/3 09:00)</strong>",Jaar oorlog Oekraïne: Duitse bondskanselier Scholz geeft toespraak voor Bondsdag,d91ab50ca5eda7e3891ecb9c1e5fff67
52,"Vlaamse boeren rijden met hun trekkers richting Brussel om te protesteren tegen het Vlaamse stikstofbeleid. Een reeks maatregelen moet de veel te hoge stikstof- en ammoniakuitstoot in Vlaanderen reduceren. Een van de meest omstreden maatregelen is de beoogde sluiting van een veertigtal landbouwbedrijven uiterlijk in 2025. Naar verwachting nemen duizenden boeren deel aan de actie. Om 11.30 uur gaan de boeren massaal claxonneren, waarna ze zich om 12.00 uur verzamelen in de Belgische hoofdstad. <strong>Locatie: Brussel, Brussels Hoofdstedelijk Gewest, België (3/3 11:30)</strong>",Vlaamse boeren trekken richting Brussel in protest tegen stikstofbeleid,f53bfec36576d4a6a4c9a0222d6c2fc7
53,"De politie heeft een van de sieraden teruggevonden die vorig jaar werden buitgemaakt bij een gewapende overval tijdens de kunst- en antiekbeurs TEFAF in Maastricht. Dat melden politie en TEFAF-directeur Bart Drenth. Hij is er ""buitengewoon blij mee"".Het lijkt er volgens de politie op dat de verdachten van de roof afkomstig zijn uit de Balkan.Een opsporingsteam van zo’n twintig rechercheurs werkt in deze zaak samen met onder meer Interpol en Europol. "" Wij hebben er nog steeds alle vertrouwen in dat deze zaak opgelost kan worden en de verdachten zullen worden aangehouden en vervolgd"", aldus de onderzoeksleider.",Deel buit roof kunstbeurs TEFAF teruggegevonden,750fd2203c2cb8c38e803cf981694a4d
54,"In het water bij de Schuwacht in Lekkerkerk (Zuid-Holland) is vrijdagmiddag een overleden baby gevonden, meldt de politie.Een woordvoerder van de politie Den Haag kon verder nog niets zeggen over bijvoorbeeld de leeftijd van het jonge kindje en hoe de melding bij de politie is binnengekomen. De politie doet onderzoek.",Overleden baby gevonden in water Lekkerkerk,0851fa7c592f10486e35972225dd436d
55,"De Duitse politie heeft een 38-jarige man uit het Duitse grensplaatsje Gronau opgepakt, omdat hij donderdagmiddag op het NS-station in Enschede meerdere keren had gedreigd dat hij een bom die hij bij zich had zou laten ontploffen. De Nederlandse politie sloot het station af, maar de Duitser zag toch kans de trein van Enschede naar Gronau te pakken, aldus de Duitse politie.In Gronau stond de politie klaar bij het station. Ook diverse Nederlandse politiewagens reden de grens over. Toen de verdachte de politie zag gooide hij zijn rugzak weg, maar hij liet zich even later wel aanhouden. Hij had geen explosieven bij zich volgens de politie. Hij had wel te veel gedronken. De Duitser heeft een proces-verbaal gekregen.",Duitser opgepakt die op station Enschede met bom dreigde,ed2668df828f58005c7c0ad6be87c009
56,"De politie heeft een van de sieraden teruggevonden die vorig jaar werden buitgemaakt bij een gewapende overval tijdens de kunst- en antiekbeurs TEFAF in Maastricht. Dat melden politie en TEFAF-directeur Bart Drenth. Hij is er ""buitengewoon blij mee"".Het lijkt er volgens de politie op dat de verdachten van de roof afkomstig zijn uit de Balkan.Een opsporingsteam van zo’n twintig rechercheurs werkt in deze zaak samen met onder meer Interpol en Europol. "" Wij hebben er nog steeds alle vertrouwen in dat deze zaak opgelost kan worden en de verdachten zullen worden aangehouden en vervolgd"", aldus de onderzoeksleider.",Deel buit roof kunstbeurs TEFAF teruggegevonden,750fd2203c2cb8c38e803cf981694a4d
